Reserved;Main menu;Sub menu 1;Sub menu 2;Sub menu 3;Subsystem IDX;Object IDX;Attribute IDX;Menu Type;Enum Name;Max Digits;Number of dp's;Units Table;Access Rights (read only);Access Rights (standard);Access Rights (advanced);Access Rights (service);English;German;French;Espanol;Italian;Dutch;Danish;Swedish;Finish;Polish;Russian;Chinese
;;;;DNS IP Address;ETH_IDX;ETH_IDX_dnsAddress;0;IP ADDRESS PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;DNS IP Address;DNS IP Address;DNS IP Address;;;;;;;;;
;;;PROFINET;;;;;MENU;;;;;;;;;PROFINET;PROFINET;PROFINET;;;;;;;;;
;;;;Access;ETH_IDX;ETH_IDX_enableProfinetIo;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Access;Access;Access;;;;;;;;;
;;;;;;;;;UNSECURED_ACCESS_INVALID;;;;;;;;Undefine;Undefine;Undefine;;;;;;;;;
;;;;;;;;;UNSECURED_ACCESS_DISABLED;;;;;;;;Disable;Disable;Disable;;;;;;;;;
;;;;;;;;;UNSECURED_ACCESS_UNSECURED_READ_ONLY;;;;;;;;Read Only;Read Only;Read Only;;;;;;;;;
;;;;;;;;;UNSECURED_ACCESS_UNSECURED_READ_WRITE;;;;;;;;Read & Write;Read & Write;Read & Write;;;;;;;;;
;;;;Vendor ID;;;;MENU;;;;;;;;;Vendor ID;Vendor ID;Vendor ID;;;;;;;;;
;;;;Device Name;;;;MENU;;;;;;;;;Device Name;Device Name;Device Name;;;;;;;;;
;;;;Device Type;;;;MENU;;;;;;;;;Device Type;Device Type;Device Type;;;;;;;;;
;;;ModBus TCP;;;;;MENU;;;;;;;;;ModBus TCP;ModBus TCP;ModBus TCP;;;;;;;;;
;;;;Access;ETH_IDX;ETH_IDX_enableModbusTcp;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Access;Access;Access;;;;;;;;;
;;;;IEEE Format;MODBUS_IDX;MODBUS_IDX_modbusIEEEFormat;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;IEEE Format;IEEE Format;IEEE Format;;;;;;;;;
;;;;;;;;;CONFIGURATION_IEEE_FORMAT_ENABLED;;;;;;;;Enable;Enable;Enable;;;;;;;;;
;;;;;;;;;CONFIGURATION_IEEE_FORMAT_DISABLED;;;;;;;;Disable;Disable;Disable;;;;;;;;;
;;;WebServer;;;;;MENU;;;;;;;;;WebServer;WebServer;WebServer;;;;;;;;;
;;;;Access;ETH_IDX;ETH_IDX_enableWebserver;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Access;Access;Access;;;;;;;;;
;;;;;;;;;SECURED_ACCESS_INVALID;;;;;;;;Undefine;Undefine;Undefine;;;;;;;;;
;;;;;;;;;SECURED_ACCESS_DISABLED;;;;;;;;Disable;Disable;Disable;;;;;;;;;
;;;;;;;;;SECURED_ACCESS_SECURED_READ_ONLY;;;;;;;;Read Only;Read Only;Read Only;;;;;;;;;
;;;;;;;;;SECURED_ACCESS_SECURED_READ_WRITE;;;;;;;;Read & Write;Read & Write;Read & Write;;;;;;;;;
;;;;Reset Credentials;WEBSRV_IDX;0;0;AUTO ADJUST;;;;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;Reset Credentials;Reset Credentials;Reset Credentials;;;;;;;;;
;;;;Session Timeout;WEBSRV_IDX;WEBSRV_IDX_sessionTimeoutInMinutes;0;TIME/DATE;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Session Timeout;Session Timeout;Session Timeout;;;;;;;;;
;;;Diagnostics;;;;;MENU;;;;;;;;;Diagnostics;Diagnostics;Diagnostics;;;;;;;;;
;;;;TCP Connections;ETH_IDX;ETH_IDX_ipStats;0;32 BIT NUMERIC PARAM (view only);;6;AUTO_RANGING;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;TCP Connections;TCP Connections;TCP Connections;;;;;;;;;
;;;;Data Received;ETH_IDX;ETH_IDX_port1EthStatsHMI;0;32 BIT NUMERIC PARAM (view only);;6;AUTO_RANGING;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;Data Received;Data Received;Data Received;;;;;;;;;
;;;;Data Transmitted;ETH_IDX;ETH_IDX_port1EthStatsHMI;1;32 BIT NUMERIC PARAM (view only);;6;AUTO_RANGING;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;Data Transmitted;Data Transmitted;Data Transmitted;;;;;;;;;
;;;;Receive Errors;ETH_IDX;ETH_IDX_port1EthStatsHMI;2;32 BIT NUMERIC PARAM (view only);;6;AUTO_RANGING;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;Receive Errors;Receive Errors;Receive Errors;;;;;;;;;
;;;;Transmit Collisions;ETH_IDX;ETH_IDX_port1EthStatsHMI;3;32 BIT NUMERIC PARAM (view only);;6;AUTO_RANGING;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;Transmit Collisions;Transmit Collisions;Transmit Collisions;;;;;;;;;
;Diagnostics;;;;;;;CONFIG HEADER;;;;;;;;;Diagnostics;Diagnose;Diagnostics;;;;;;;;;
;;Diagnosis Control;;;;;;MENU;;;;;;;;;Diagnosis Control;Diagnosefunktionen;V\x82rific. diagnostics;;;;;;;;;
;;;Sensor Self Check;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_writeSelfDiagnosis;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Sensor Self Check;Sensor-Selbst-Test;Auto v\x82rif. Capteur;;;;;;;;;
;;;Maintenance Cycle;;CDT_IDX;CDT_IDX_BothMaintenanceCycle;0;NUMERICAL PARAM;;6;0;h;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Maintenance Cycle;Wartungsintervall;Cycle maintenance;;;;;;;;;
;;Diagnosis Values;;;;;;MENU;;;;;;;;;Diagnosis Values;Diagnosewerte;Valeur diagnostics;;;;;;;;;
;;;Reynolds Number;;SVM_IDX;SVM_IDX_Re;0;NUMERICAL PARAM (view only);;9;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Reynolds Number;Re-Zahl;Nombre de Reynolds;;;;;;;;;
;;;Ext. Temperature;;MAPPER_IDX;MAPPER_IDX_dvTExtObj;UOM_PF_value_0;NUMERICAL PARAM (view only);;8;AUTO_RANGING;UOM5;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Ext. Temperature;Ext. Temperatur;Temp\x82rature externe;;;;;;;;;
;;;Housing Temperature;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_elettronicTemperature_Obj;UOM_PF_value_0;NUMERICAL PARAM (view only);;6;AUTO_RANGING;UOM5;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Housing Temperature;Tx. Temperatur;Temp\x82rature bo\x8Ctier;;;;;;;;;
;;;AI Value;;AI_IDX;AI_IDX_aiTempCurr;0;NUMERICAL PARAM (view only);;6;AUTO_RANGING;mA;0 Read Only;0 Read Only;0 Read Only;0 Read Only;AI Value;AI Wert;Valeur entr\x82e ana.;;;;;;;;;
;;Simulation Mode;;;CDT_IDX;CDT_IDX_simulationMode;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Simulation Mode;Simulationsmode;Mode simulation;;;;;;;;;
;;;;;;;;;SIMULATION_CB_OFF;;;;;;;;Off;Aus;Arr\x88t;;;;;;;;;
;;;;;;;;;SIMULATION_CB_QV_VALUE;;;;;;;;Volume Flow;Volumenfluss;D\x82bit volumique;;;;;;;;;
;;;;;;;;;SIMULATION_CB_QV_PERCENTAGE;;;;;;;;Volume Flow[%];Volumenfluss [%];D\x82bit volumique en %;;;;;;;;;
;;;;;;;;;SIMULATION_CB_QM_VALUE;;;;;;;;Mass Flow;Massefluss;D\x82bit massique;;;;;;;;;
;;;;;;;;;SIMULATION_CB_QM_PERCENTAGE;;;;;;;;Mass Flow[%];Massefluss [%];D\x82bit massique en %;;;;;;;;;
;;;;;;;;;SIMULATION_CB_MEDIUM_TEMP;;;;;;;;Medium Temperature;Medium Temperatur;Temp\x82rature fluide;;;;;;;;;
;;;;;;;;;SIMULATION_CB_AMBIENT_TEMP;;;;;;;;Housing Temperature;MU Temperatur;Temp\x82rature bo\x8Ctier;;;;;;;;;
;;;;;;;;;SIMULATION_CB_DO_FREQ;;;;;;;;Freq on DO;Frequenzausgang;Fr\x82qu. sortie num\x82r.;;;;;;;;;
;;;;;;;;;SIMULATION_CB_DO_LOGIC;;;;;;;;Logic on DO;Schaltausgang;Logique sortie num\x82.;;;;;;;;;
;;;;;;;;;SIMULATION_CB_DO_PULSE;;;;;;;;Pulse on DO;Impulsausgang;Impulsion sortie num;;;;;;;;;
;;;;;;;;;SIMULATION_CB_AI_VALUE;;;;;;;;AI Value;Analogeingang;ValeurEntr\x82eAnalogi.;;;;;;;;;
;;;;;;;;;SIMULATION_FE_SENSOR_FREQ;;;;;;;;Sensor Freq;Sesnorfrequ.;Fr\x82quence capteur;;;;;;;;;
;;Volume Flow Unit;;;SVM_IDX;SVM_IDX_QvSimObj;UOM_PF_unit;ENUM PARAM;;;;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Volume Flow Unit;Einh. Vol.-Durchfl.;Unit\x82  d\x82bit volume;;;;;;;;;
;;Volume Flow;;;SVM_IDX;SVM_IDX_QvSimObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Volume Flow;Volumen-Durchfluss;Qv;;;;;;;;;
;;Volume Flow[%];;;SVM_IDX;SVM_IDX_QvPerSim;0;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Volume Flow[%];Vol.-Durchfluss [%];Qv %;;;;;;;;;
;;Mass Flow Unit;;;MVM_IDX;MVM_IDX_QmSimObj;UOM_PF_unit;ENUM PARAM;;;;UOM2;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Flow Unit;Einh. Masse-Durchfl.;Unit\x82 d\x82bit masse;;;;;;;;;
;;Mass Flow;;;MVM_IDX;MVM_IDX_QmSimObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM2;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Flow;Masse-Durchfluss;Qm;;;;;;;;;
;;Mass Flow[%];;;MVM_IDX;MVM_IDX_QmPerSim;0;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Flow[%];Masse-Durchfluss [%];Qm %;;;;;;;;;
;;Temperature Unit;;;CDT_IDX;CDT_IDX_temperatureSim_Obj;UOM_PF_unit;ENUM PARAM;;;;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Temperature Unit;Einheit Temp.;Unit\x82 temp\x82rature;;;;;;;;;
;;Medium Temperature;;;CDT_IDX;CDT_IDX_temperatureSim_Obj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Medium Temperature;Medium Temp.;Temp\x82rature fluide;;;;;;;;;
;;Housing Temperature;;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_elettronicTemperatureSimulation_Obj;UOM_PF_value_0;NUMERICAL PARAM;;6;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Housing Temperature;Tx. Temperatur;Temp\x82rature bo\x8Ctier;;;;;;;;;
;;Freq on DO ;;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_simuFrequency;0;NUMERICAL PARAM;;8;AUTO_RANGING;Hz;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Freq on DO ;Frequenzausgang;Sortie num.: Fr\x82que.;;;;;;;;;
;;Logic on DO;;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_lgcSimCmd;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Logic on DO;Schaltausgang;Sortie num.: Loqique;;;;;;;;;
;;;;;;;;;COMMAND_OFF;;;;;;;;Off;Aus;Arr\x88t;;;;;;;;;
;;;;;;;;;COMMAND_ON;;;;;;;;On;An;Marche;;;;;;;;;
;;Pulse on DO;;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_simuPulsesNum;0;NUMERICAL PARAM;;8;0;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Pulse on DO;Impulsausgang;Sortie num.: Impul.;;;;;;;;;
;;AI Value;;;AI_IDX;AI_IDX_aiSimulationData;0;NUMERICAL PARAM;;6;AUTO_RANGING;mA;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;AI Value;AI Wert;Valeur entr\x82e ana.;;;;;;;;;
;;Sensor Freq;;;CDT_IDX;CDT_IDX_frequency_SimObj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM7;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Sensor Freq;Sensor Freq;Fr\x82quence capteur;;;;;;;;;
;;Output Readings;;;;;;MENU;;;;;;;;;Output Readings;Ausg\x84nge;Lecture sortie;;;;;;;;;
;;;DO Pulse;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_pulseNum;0;NUMERICAL PARAM (view only);;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;DO Pulse;Digitalausgang Imp.;Sortie num. impuls.;;;;;;;;;
;;;DO Frequency;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_frequencyValue;0;NUMERICAL PARAM (view only);;10;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;0 Read Only;DO Frequency;Digitalausgang Freq.;Sortie num. fr\x82quen.;;;;;;;;;
;;;DO State;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_logicValue;0;ENUM PARAM (view only);;;;Not Used;0 Read Only;0 Read Only;0 Read Only;0 Read Only;DO State;Schaltausgang Status;Etat sortie num\x82riq.;;;;;;;;;
;;;;;;;;;LOGIC_LOW;;;;;;;;Normally Closed;\x99ffner;Normalement ferm\x82;;;;;;;;;
;;;;;;;;;LOGIC_HIGH;;;;;;;;Normally Open;Schliesser;Normalement ouvert;;;;;;;;;
;;Alarm Simulation;;;MAPPER_IDX;MAPPER_IDX_diagSimulationType;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Alarm Simulation;Alarm Simulation;Simulation alarme;;;;;;;;;
;;;;;;;;;OFF;;;;;;;;Flowrate;Durchfluss;D\x82bit;;;;;;;;;
;;;;;;;;;Simulate_Digital_Out;;;;;;;;Sim.Logic on DO;Sim. Schaltausgang;Simul. Loqique surDO;;;;;;;;;
;;;;;;;;;VORTEX_SENSOR_FAILURE;;;;;;;;Sig. Sensor Fault;Signal Sensor Fehler;SignalD\x82fautCapteur ;;;;;;;;;
;;;;;;;;;TEMP_SENSOR_FAILURE;;;;;;;;Int. T Sensor Fault;Temp. Sensor Fehler;D\x82faut T\xF8 CapteurInt;;;;;;;;;
;;;;;;;;;VIBRAT_SENSOR_FAILURE;;;;;;;;Vbr. Sensor Fault;Vibr. Sensor Fehler;D\x82faut vibr. Capteur;;;;;;;;;
;;;;;;;;;ANALOGINPUT_OUT_OF_RANGE;;;;;;;;AI Out of Range;Analogeingang Fehler;Entr\x82eAna hors plage;;;;;;;;;
;;;;;;;;;FLOWRATE_REACH_QMAX;;;;;;;;Max Flowrate Alarm;Durchfluss Max Alarm;Alarme d\x82bit max.;;;;;;;;;
;;;;;;;;;PROCESS_TEMP_REACH_TMAX;;;;;;;;Max Int. Temp Alarm;Temp. Max Alarm;Alarme T\xF8 Int. Max.;;;;;;;;;
;;;;;;;;;ANALOGINPUT_CUT_OFF;;;;;;;;AI Cut Off;Ext. Ausgangsabsch.;Coupure Entr\x82e Ana.;;;;;;;;;
;;;;;;;;;PRESSURE_REACH_PMAX;;;;;;;;Max Pressure Alarm;Druck. Max Alarm;Alarme pression Max.;;;;;;;;;
;;;;;;;;;FLOWRATE_REACH_QMIN;;;;;;;;Min Flowrate Alarm;Durchfluss Min Alarm;Alarme d\x82bit min.;;;;;;;;;
;;;;;;;;;PROCESS_TEMP_REACH_TMIN;;;;;;;;Min Int. Temp Alarm;Temp. Min Alarm;Alarme T\xF8 Int. Min.;;;;;;;;;
;;;;;;;;;PRESSURE_REACH_PMIN;;;;;;;;Min Pressure Alarm;Druck. Min Alarm;Alarme pression Min.;;;;;;;;;
;;;;;;;;;SNR_FAILURE;;;;;;;;Bad SNR ;Signal/Rauschabstand;Bruit signal \x82lev\x82;;;;;;;;;
;;;;;;;;;FE_NV_FAILURE;;;;;;;;Sensor NV Error;Sensor NV Fehler ;Erreur capteur NV;;;;;;;;;
;;;;;;;;;SENSOR_CAL_STATUS;;;;;;;;Not Calibrated;Sensor n. kalibriert;Non \x82talonn\x82;;;;;;;;;
;;;;;;;;;FE_SYNC_MISSING;;;;;;;;Sync. Signal Error;Sync. Signal fehler;Erreur signal sync.;;;;;;;;;
;;;;;;;;;FE_BOARD_COMM_ERROR;;;;;;;;Sensor Comm Error;Sensor Kommunikation;Erreur comm. capteur;;;;;;;;;
;;;;;;;;;CB_NV_FAILURE;;;;;;;;Transmitter NV Error;Transmitter NV Fehler;Erreur transmett. NV;;;;;;;;;
;;;;;;;;;AI_SPI_COM_FAIL;;;;;;;;No Analog Input;Analog Input Nein;Aucune entr¨¦e analogique;;;;;;;;;
;;;;;;;;;DIGITAL_OUT_CUTOFF;;;;;;;;Pulse Cutoff;Impulsaus. ges\x84ttigt;Arr\x88t impulsions;;;;;;;;;
;;;;;;;;;RE_OUT_LINEAR_RANGE;;;;;;;;Re.Out of Range;Reynoldszahl gering;Re hors plage;;;;;;;;;
;;;;;;;;;STEAM_TYPE_MISMATCH;;;;;;;;Wrong Steam Type;Falsche Steam Typ ;Wrong Steam Type;;;;;;;;;
;;;;;;;;;MAINTENANCE_WARNING;;;;;;;;Maintenance Warning;Wartungshinweis;Alerte maintenance ;;;;;;;;;
;;;;;;;;;CB_INSUF_INPUT_VOLTAGE;;;;;;;;Voltage Warning;Spannung!;Alerte tension;;;;;;;;;
;;;;;;;;;AMBIENT_TEMP_REACH_TMIN;;;;;;;;Min Housing T Alarm;MU Temp. zu tief;Alarme T min bo\x8Ctier;;;;;;;;;
;;;;;;;;;AMBIENT_TEMP_REACH_TMAX;;;;;;;;Max Housing T Alarm;MU Temp. zu hoch;Alarme T max bo\x8Ctier;;;;;;;;;
;;;;;;;;;LOW_FLOWRATE_CUTOFF;;;;;;;;Flowrate Cutoff;Schleichmenge;Coupure d\x82bit;;;;;;;;;
;;;;;;;;;FLOWRATE_BG_103;;;;;;;;Flowrate > 103%;Durchfluss > 103%;D\x82bit > 103%;;;;;;;;;
;;;;;;;;;DATA_SIMU_ALARM;;;;;;;;Data Simulation;Simulation!;Simulation donn\x82es;;;;;;;;;
;;;;;;;;;DIAG_SIMU_ALARM;;;;;;;;Alarm Simulation;Alarmsimulation!;Simulation alarme;;;;;;;;;
;;;;;;;;;NV_REPLACE_ERROR;;;;;;;;NV Replace Warning;Sensor-Mem Austausch;Alerte remplacer NV;;;;;;;;;
;;;;;;;;;FE_RAM_FAILURE;;;;;;;;Sensor RAM Fault;Sensorbord Fehler;D\x82fault RAM capteur;;;;;;;;;
;;;;;;;;;TOT_COUNTER_STOP;;;;;;;;Totalizer Stop;Z\x84hler steht;Arr\x88t totalisateur;;;;;;;;;
;;;;;;;;;NO_HART_BURST_IN;;;;;;;;No HART Burst In;Kein HART Eingang;Pas de Hart burst in;;;;;;;;;
;Totalizer;;;;;;;CONFIG HEADER;;;;;;;;;Totalizer;Z\x84hler;Totalisateur;;;;;;;;;
;;Start;;;;;;MENU;;;;;;;;;Start;Start;D\x82marrer;;;;;;;;;
;;;All Totalizers;;TOTALIZER_IDX;TOTALIZER_IDX_StartAllTotalizr;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;All Totalizers;Alle Z\x84hler;Tout totalisateurs;;;;;;;;;
;;;Act.Volume Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StartQvTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Act.Volume Totalizer;Betriebsvol.-Z\x84hler;Totalis. volume r\x82el;;;;;;;;;
;;;Std.Volume Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StartQnTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Std.Volume Totalizer;Normvol.-Z\x84hler;Totalis. volume std;;;;;;;;;
;;;Mass Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StartQmTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Totalizer;Masse-Z\x84hler;Totalisateur masse;;;;;;;;;
;;;Energy Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StartEnergyTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy Totalizer;Energie-Z\x84hler;Totalisateur \x82nergie;;;;;;;;;
;;;Net Act.Vol.Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StartQvPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Act.Vol.Totalizer;Net.-Bvol.-Z\x84hler;Totali.VolumeNetR\x82el;;;;;;;;;
;;;Net Std.Vol.Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StartQnPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Std.Vol.Totalizer;Net.-Nvol.-Z\x84hler;Total.Volume Net Std;;;;;;;;;
;;Stop;;;;;;MENU;;;;;;;;;Stop;Stop;Arr\x88t;;;;;;;;;
;;;All Totalizers;;TOTALIZER_IDX;TOTALIZER_IDX_StopAllTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;All Totalizers;Alle Z\x84hler;Tout totalisateurs;;;;;;;;;
;;;Act.Volume Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StopQvTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Act.Volume Totalizer;Betriebsvol.-Z\x84hler;Totalis. volume r\x82el;;;;;;;;;
;;;Std.Volume Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StopQnTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Std.Volume Totalizer;Normvol.-Z\x84hler;Totalis. volume std;;;;;;;;;
;;;Mass Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StopQmTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Totalizer;Masse-Z\x84hler;Totalisateur masse;;;;;;;;;
;;;Energy Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StopEnergyTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy Totalizer;Energie-Z\x84hler;Totalisateur \x82nergie;;;;;;;;;
;;;Net Act.Vol.Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StopQvPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Act.Vol.Totalizer;Net.-Bvol.-Z\x84hler;Totali.VolumeNetR\x82el;;;;;;;;;
;;;Net Std.Vol.Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_StopQnPartialtotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Std.Vol.Totalizer;Net.-Nvol.-Z\x84hler;Total.Volume Net Std;;;;;;;;;
;;Reset;;;;;;MENU;;;;;;;;;Reset;Reset;Remise \x85 z\x82ro;;;;;;;;;
;;;All Totalizers;;TOTALIZER_IDX;TOTALIZER_IDX_ResetAllTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;All Totalizers;Alle Z\x84hler;Tout totalisateurs;;;;;;;;;
;;;Act.Volume Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_ResetQvTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Act.Volume Totalizer;Betriebsvol.-Z\x84hler;Totalis. volume r\x82el;;;;;;;;;
;;;Std.Volume Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_ResetQnTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Std.Volume Totalizer;Normvol.-Z\x84hler;Totalis. volume std;;;;;;;;;
;;;Mass Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_ResetQmTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Totalizer;Masse-Z\x84hler;Totalisateur masse;;;;;;;;;
;;;Energy Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_ResetEnergyTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy Totalizer;Energie-Z\x84hler;Totalisateur \x82nergie;;;;;;;;;
;;;Net Act.Vol.Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_ResetQvPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Act.Vol.Totalizer;Net.-Bvol.-Z\x84hler;Totali.VolumeNetR\x82el;;;;;;;;;
;;;Net Std.Vol.Totalizer;;TOTALIZER_IDX;TOTALIZER_IDX_ResetQnPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Std.Vol.Totalizer;Net.-Nvol.-Z\x84hler;Total.Volume Net Std;;;;;;;;;
;;Preset;;;;;;MENU;;;;;;;;;Preset;Voreinstellen;Pr\x82d\x82fini;;;;;;;;;
;;;Enter Preset Value;;;;;MENU;;;;;;;;;Enter Preset Value;Wert eingeben;EntrerValeurPr\x82d\x82fi.;;;;;;;;;
;;;;Act.Volume Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_totQvPresetValue;0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM9;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Act.Volume Totalizer;Betriebsvol.-Z\x84hler;Totalis. volume r\x82el;;;;;;;;;
;;;;Std.Volume Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_totQnPresetValue;0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM9;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Std.Volume Totalizer;Normvol.-Z\x84hler;Totalis. volume std;;;;;;;;;
;;;;Mass Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_totQmPresetValue;0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM10;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Totalizer;Masse-Z\x84hler;Totalisateur masse;;;;;;;;;
